country_name_short,country_name,party_name_short,party_name_english,party_name,party_name_ascii,family_name_short,family_name,left_right,state_market,liberty_authority,eu_anti_pro,cmp,euprofiler,ees,castles_mair,huber_inglehart,ray,benoit_laver,chess,country_id,party_id,family_id
FIN,Finland,VSL,League for Free Finland,Vapaan Suomen Liitto – Självständighetspartiet,Vapaan Suomen Liitto -- Sjalvstandighetspartiet,spec,Special issue,,,,,,85,,,,,,,67,979,16
FIN,Finland,Vl,Liberal League,Vapaamielisten Liitto – De Frisinnades Förbund,Vapaamielisten Liitto -- De Frisinnades Forbund,lib,Liberal,,,,,,,,,,,,,67,1109,6
FIN,Finland,etc,others,muut – andra,muut -- andra,none,no family,,,,,,,,,,,,,67,1242,12
FIN,Finland,no-seat,no seats,no seats,no seats,none,no family,,,,,,,,,,,,,67,2054,12
FIN,Finland,none,no party affiliation,ei kukaan – ingen,ei kukaan -- ingen,none,no family,,,,,,,,,,,,,67,1119,12
FRA,France,AC,Centrist Alliance,Alliance centriste,Alliance centriste,lib,Liberal,,,,,,,,,,,,,43,2078,6
FRA,France,CD,Democratic Centre,Centre démocrat,Centre democrat,chr,Christian democracy,5.721587250497607,5.985238049825034,5.403333333333333,8.965872902340362,31522,,,,1408,,,613,43,1491,3
FRA,France,CDP,Centre Democracy and Progress,Centre démocratie et progrés,Centre democratie et progres,chr,Christian democracy,5.869523741404216,5.985238049825034,5.403333333333333,9.086904676755271,31523,,,,,607,,613,43,885,3
FRA,France,CNIP,National Centre of Independents and Peasants (Conservatives),Centre national des indépendants et paysans,Centre national des independants et paysans,con,Conservative,7.563571462631225,6.449523741404216,7.2219047164917,7.228571343421938,31622,,,707,,609,,609,43,1414,26
FRA,France,CPNT,"Hunting, Fishing, Nature, Tradition","Chasse, pêche, nature, traditions","Chasse, peche, nature, traditions",agr,Agrarian,7.80000019073486,7.25,7.875,2.2222220897674503,,109,,,,,,619,43,259,2
FRA,France,FN,National Front,Front National,Front National,right,Right-wing,9.685428565979004,7.401055432871765,9.288909839328966,0.21568923757787367,31720,113,1250720,708,1412,610,5817,610,43,270,40
FRA,France,G,Gaullists,Gaullists,Gaullists,con,Conservative,8.2,,,,31621,,,706,,,,,43,1094,26
FRA,France,GE,Ecology Generation,Generation écologie,Generation ecologie,eco,Green/Ecologist,3.638888888888889,,,7.616666666666667,31111,,,703,1405,611,,,43,650,19
FRA,France,IR,Independent Republicans,Independants républicains,Independants republicains,con,Conservative,7.05772491313793,7.799285612106325,6.174285612106325,8.246031708187529,,,,,1410,606,,615,43,59,26
FRA,France,LCR,Revolutionary Communist League,Ligue communiste révolutionnaire,Ligue communiste révolutionnaire,com,Communist/Socialist,0.0714285746216775,0.214285716414452,6,0.47619044780731684,,,,,1401,,,614,43,442,14
FRA,France,LO,Workers' Struggle,Lutte ouvrière,Lutte ouvriere,com,Communist/Socialist,0,,,,,101,,,1402,,,,43,1176,14
FRA,France,MF,Movement for France,Mouvement pour la France,Mouvement pour la France,con,Conservative,8.17214292526245,7.537593983767322,8.677435052436698,1.0650549116887529,,111,,,,612,5831,612,43,1101,26
FRA,France,MIM,Martinican Independence Movement,Mouvement indépendantiste martiniquais,Mouvement indépendantiste martiniquais,reg,Regional,,,,,,,,,,,,,43,2077,9
FRA,France,MNR,National Republican Movement,Mouvement national républicain,Mouvement national republicain,right,Right-wing,8.27857112884521,8.5714282989502,9.7142858505249,0.5555556217829335,,114,,,,,,620,43,1263,40
FRA,France,MR,Reformers Movement,Mouvement réformateur,Mouvement reformateur,chr,Christian democracy,5.869523741404216,5.985238049825034,5.403333333333333,8.965872902340362,31529,,,,,,,613,43,213,3
FRA,France,MRP,Popular Republican Movement,Mouvement républicain populaire,Mouvement republicain populaire,chr,Christian democracy,8.2,,,,31521,,,706,,,,,43,1086,3
FRA,France,MoDem,Democratic Movement,Mouvement démocrate,Mouvement democrate,lib,Liberal,,,,,,107,1250336,,,,,,43,937,6
FRA,France,MpaE,List of the Majority for another Europe,Majorité pour l'autre Europe,Majorite pour l'autre Europe,con,Conservative,,,,,,,,,,,,,43,1169,26
FRA,France,NC,New Centre,Nouveau centre,Nouveau centre,lib,Liberal,,,,,,,,,,,,,43,1058,6
FRA,France,PCF,French Communist Party,Parti communiste française,Parti communiste francais,com,Communist/Socialist,1.3740634852515319,1.0559962403774255,4.508301967068723,2.359498692730016,31220,102,1250220,701,1403,601,5845,601,43,686,14
FRA,France,PFN,Party of New Forces,Parti des forces nouvelles,Parti des forces nouvelles,right,Right-wing,9.8,,,,,,,709,,,,,43,670,40
FRA,France,PR,Radical Party,Parti radical,Parti radical,lib,Liberal,,,,8.516666666666667,,,,,,608,,,43,2081,6
FRA,France,PRG,Radical Party of the Left,Parti radical de gauche,Parti radical de gauche,soc,Social democracy,4.08130947271983,4.167619024912517,4.2380952835083,7.936111044883729,,106,1250337,,1407,603,,603,43,1492,11
FRA,France,PRL,Conservatives,Parti républicain de la liberté,Parti republicain de la liberte,con,Conservative,7.563571462631225,6.449523741404216,7.2219047164917,7.228571343421938,31622,,,707,,609,,609,43,1297,26
FRA,France,PRR/RS,Radical Socialist Party,Parti répulicain radical et radical socialiste,Parti repulicain radical et radical socialiste,con,Conservative,3.989642806053163,4.167619024912517,4.2380952835083,7.936111044883729,31421,,,704,,603,,603,43,401,26
FRA,France,PS,Socialist Party,Parti socialiste,Parti socialiste,soc,Social democracy,3.2492698480818016,3.2479887007412147,2.936688595445534,7.944786931422722,31320,104,1250320,702,1404,602,5859,602,43,1539,11
FRA,France,PSU,Unified Socialist Party,Parti socialiste unifie,Parti socialiste unifie,com,Communist/Socialist,,,,,,,,,,604,,,43,516,14
FRA,France,RGR,Rally of Republican Lefts,Rassemblement des gauches républicaines,Rassemblement des gauches republicaines,con,Conservative,,,,,,,,,,,,,43,890,26
FRA,France,RPR,Rally for the Republic,Rassemblement pour la République,Rassemblement pour la Republique,con,Conservative,7.4997460589938685,6.53336701869965,7.542624595541709,6.000560417175294,31625,,,706,1411,609,5873,609,43,138,26
FRA,France,UDCA,Union for the Defence of Traders and Artisans -- Poujadists,Union de défense des commerçants et artisans – Poujadists,Union de defense des commercants et artisans -- Poujadists,con,Conservative,,,,,31623,,,,,,,,43,898,26
FRA,France,UDF,Union for French Democracy,Union pour la démocratie française,Union pour la democratie francaise,con,Conservative,6.10171424484253,6.202140199259709,5.499868421052632,8.899485327486403,31624,,,705,1409,,5901,613,43,509,26
FRA,France,UMP,Union for a Popular Movement,Union pour un mouvement populaire,Union pour un mouvement populaire,con,Conservative,7.4997460589938685,6.593435701320044,7.18543441320721,6.986206338782066,31626,110,1250626,706,1411,609,5887,609,43,658,26
FRA,France,V,Greens,Les Verts,Les Verts,eco,Green/Ecologist,3.1550158593919546,2.877424838919388,1.4772368446149329,6.4584962178949725,31110,103,1250110,703,1406,605,5929,605,43,873,19
FRA,France,droite,other right,divers droite,divers droite,none,no family,7.65833330154419,9,9,5.833333333333333,,,,,,,,618,43,285,12
FRA,France,etc,others,divers,divers,none,no family,,,,,,,,,,,,,43,1328,12
FRA,France,exd,other far-right,extrême droite,extreme droite,none,no family,,,,,,,,,,,,,43,2079,12
FRA,France,exg,other far-left,extrême gauche,extreme gauche,none,no family,,,,,,,1250226,,,,,,43,2083,12
FRA,France,gauche,others left,divers gauche,divers gauche,none,no family,,,,,,,,,,,,,43,177,12
FRA,France,no-seat,no seats,no seats,no seats,none,no family,,,,,,,,,,,,,43,2080,12
FRA,France,none,no party affiliation,sans étiquette,sans etiquette,none,no family,,,,,,,,,,,,,43,947,12
FRA,France,reg,regional, régionalistes, regionalistes,none,no family,,,,,,,,,,,,,43,2082,12
FRA,France,todo,to be coded,to be coded,to be coded,none,no family,,,,,,,,,,,,,43,824,12
GBR,United Kingdom,All,Alliance Party of Northern Ireland,Alliance Party of Northern Ireland,Alliance Party of Northern Ireland,reg,Regional,,,,,,,,,,,,,44,2060,9
GBR,United Kingdom,Alliance,SDP–Liberal Alliance,SDP–Liberal Alliance,SDP–Liberal Alliance,all,electoral alliance,,,,,,,,,,,,,44,1763,27
GBR,United Kingdom,BNP,British National Party,British National Party,British National Party,right,Right-wing,,,,,,417,1826720,,,,,,44,1250,40
GBR,United Kingdom,C/NL,Conservatives and National Liberals,Conservatives and National Liberals,Conservatives and National Liberals,all,electoral alliance,7.8,,,,51620,,,1606,,,,,44,1496,27
GBR,United Kingdom,CP,The Christian Party -- Christian Peoples Alliance in England,The Christian Party – Christian Peoples Alliance in England,The Christian Party -- Christian Peoples Alliance in England,all,electoral alliance,,,,,,,,,,,,,44,2063,27
GBR,United Kingdom,CPGB,Communist Party of Great Britain,Communist Party of Great Britain,Communist Party of Great Britain,com,Communist/Socialist,,,,,,,,,,,,,44,1276,14
GBR,United Kingdom,CW,Common Wealth Movement,Common Wealth Movement,Common Wealth Movement,code,to be coded,,,,,,,,,,,,,44,444,28
GBR,United Kingdom,Con,Conservatives,Conservatives,Conservatives,con,Conservative,7.426084860100844,7.572475328445434,7.190064668404434,2.3242830500686336,51620,418,1826620,1606,603,1101,5103,1101,44,773,26
GBR,United Kingdom,DUP,Democratic Unionist Party,Democratic Unionist Party,Democratic Unionist Party,con,Conservative,,,,,51903,,,,,,,,44,319,26
GBR,United Kingdom,ED,English Democrats,English Democrats,English Democrats,reg,Regional,,,,,,,,,,,,,44,2062,9
GBR,United Kingdom,EuCon,Pro-Euro Conservative Party,Pro-Euro Conservative Party,Pro-Euro Conservative Party,con,Conservative,,,,,,,,,,,,,44,2061,26
GBR,United Kingdom,GP,Green Party,Green Party,Green Party,eco,Green/Ecologist,2.5700000000000003,2.3775,2.013888895511625,4.985802586873372,,420,1826110,,,1107,,1107,44,467,19
GBR,United Kingdom,GSLP,Gibraltar Socialist Labour Party,Gibraltar Socialist Labour Party,Gibraltar Socialist Labour Party,reg,Regional,,,,,,,,,,,,,44,1504,9
GBR,United Kingdom,ILP,Independent Labour Party,Independent Labour Party,Independent Labour Party,com,Communist/Socialist,,,,,,,,,,,,,44,1205,14
GBR,United Kingdom,IrLP,Irish Labout Party,Irish Labout Party,Irish Labout Party,code,to be coded,,,,,,,,,,,,,44,140,28
GBR,United Kingdom,LD,Liberal Democrats,Liberal Democrats,Liberal Democrats,lib,Liberal,4.093164035507113,3.7100015966515785,2.371715638386577,8.942097904473016,51421,422,1826421,,602,1104,5125,1104,44,1302,6
GBR,United Kingdom,Lab,Labour,Labour Party,Labour Party,soc,Social democracy,4.356222906317165,4.574133034505342,4.277931652571025,6.992323337688783,51320,421,1826320,1601,601,1102,5147,1102,44,1556,11
GBR,United Kingdom,Lib,Liberals,Liberals,Liberals,lib,Liberal,4.2875,4.106410280863443,2.6109090836842865,9.22307690779368,51420,,,1605,,1104,,1104,44,659,6
GBR,United Kingdom,N,Nationalist Party,Nationalist Party,Nationalist Party,code,to be coded,,,,,,,,,,,,,44,332,28
GBR,United Kingdom,NF,National Front,National Front,National Front,right,Right-wing,,,,,,,,,,,,,44,1126,40
GBR,United Kingdom,NG,National Government,National Government,National Government,all,electoral alliance,,,,,,,,,,,,,44,561,27
GBR,United Kingdom,NLP,National Liberal Party,National Liberal Party,National Liberal Party,lib,Liberal,,,,,,,,,,,,,44,1017,6
GBR,United Kingdom,Nat,Nationals,Nationals,Nationals,code,to be coded,,,,,,,,,,,,,44,639,28
GBR,United Kingdom,PUP,Protestant Unionist Party,Protestant Unionist Party,Protestant Unionist Party,code,to be coded,,,,,,,,,,,,,44,1282,28
GBR,United Kingdom,Plaid,Plaid Cymru,Plaid Cymru,Plaid Cymru,reg,Regional,3.118301891527678,2.6251388829632805,3.710684542404978,7.831412994652459,,,1826901,1602,,1106,5169,1106,44,311,9
GBR,United Kingdom,R,Respect -- The Unity Coalition,Respect – The Unity Coalition,Respect -- The Unity Coalition,code,to be coded,,,,,,,,,,,,,44,1057,28
GBR,United Kingdom,RP,Referendum Party,Referendum Party,Referendum Party,spec,Special issue,,,,,,,,,,,,,44,2103,16
GBR,United Kingdom,RepLP,Republican Labour Party,Republican Labour Party,Republican Labour Party,code,to be coded,,,,,,,,,,,,,44,1092,28
GBR,United Kingdom,SDLP,Social Democratic and Labour Party,Social Democratic and Labour Party,Social Democratic and Labour Party,soc,Social democracy,,,,8.666666666666666,,,,,,1103,,,44,1023,11
GBR,United Kingdom,SDP,Social Democratic Party,Social Democratic Party,Social Democratic Party,soc,Social democracy,4.6,,,,51330,,,1604,,,,,44,1547,11
GBR,United Kingdom,SF,Sinn Fein,Sinn Féin,Sinn Fein,com,Communist/Socialist,,,,,51210,,,,,,,,44,689,14
GBR,United Kingdom,SLP,Socialist Labour Party,Socialist Labour Party,Socialist Labour Party,com,Communist/Socialist,,,,,,,,,,,,,44,2064,14
GBR,United Kingdom,SNP,Scottish National Party,Scottish National Party – Pàrtaidh Nàiseanta na h-Alba,Scottish National Party -- Partaidh Naiseanta na h-Alba,reg,Regional,3.587082340943187,3.0627259861795526,3.9622559704278655,7.864098849045598,51902,,1826902,1603,,1105,5191,1105,44,1284,9
GBR,United Kingdom,U,Unity,Unity,Unity,code,to be coded,,,,,,,,,,,,,44,349,28
GBR,United Kingdom,UKIP,United Kingdom Independence Party,United Kingdom Independence Party,United Kingdom Independence Party,spec,Special issue,7.842916698455809,8.0938462638855,7.850714387893675,0,51951,423,1826951,,,1108,,1108,44,1272,16
GBR,United Kingdom,UKUP,United Kingdom Unionist Party,United Kingdom Unionist Party,United Kingdom Unionist Party,con,Conservative,,,,,,,,,,,,,44,593,26
GBR,United Kingdom,UPUP,Ulster Popular Unionist Party,Ulster Popular Unionist Party,Ulster Popular Unionist Party,code,to be coded,,,,,,,,,,,,,44,1566,28
GBR,United Kingdom,UUP,Ulster Unionist Party,Ulster Unionist Party,Ulster Unionist Party,con,Conservative,8.3,,,,51621,,,1607,,,,,44,1210,26
GBR,United Kingdom,UUUC,United Ulster Unionist Coalition,United Ulster Unionist Coalition,United Ulster Unionist Coalition,code,to be coded,,,,,,,,,,,,,44,1363,28
GBR,United Kingdom,UUUP,United Ulster Unionist Party,United Ulster Unionist Party,United Ulster Unionist Party,code,to be coded,,,,,,,,,,,,,44,1554,28
GBR,United Kingdom,VUPP,Vanguard Unionist Progressive Party,Vanguard Unionist Progressive Party,Vanguard Unionist Progressive Party,reg,Regional,,,,,,,,,,,,,44,646,9
GBR,United Kingdom,etc,others,others,others,none,no family,,,,,,,,,,,,,44,453,12
GBR,United Kingdom,none,no party affiliation,no party affiliation,no party affiliation,none,no family,,,,,,,,,,,,,44,1599,12
GDR,German Democratic Republic,AVL,United Left Action Alliance,Aktionsbündnis Vereinigte Linke,Aktionsbundnis Vereinigte Linke,none,no family,,,,,85210,,,,,,,,69,975,12
GDR,German Democratic Republic,B90,Alliance 90,Bündnis 90,Buendnis 90,eco,Green/Ecologist,,,,,85112,,,,,,,,69,1070,19
GDR,German Democratic Republic,BFD,Association of Free Democrats,Bund Freier Demokraten,Bund Freier Demokraten,lib,Liberal,,,,,85429,,,,,,,,69,536,6
GDR,German Democratic Republic,CDU,Christian Democratic Union,Christlich Demokratische Union,Christlich Demokratische Union,chr,Christian democracy,,,,,85521,,,,,,,,69,388,3
GDR,German Democratic Republic,DA,Democratic Awakening,Demokratischer Aufbruch,Demokratischer Aufbruch,spec,Special issue,,,,,85523,,,,,,,,69,907,16
GDR,German Democratic Republic,DBD,Democratic Farmers' Party of Germany,Demokratische Bauernpartei Deutschlands,Demokratische Bauernpartei Deutschlands,agr,Agrarian,,,,,85524,,,,,,,,69,195,2
GDR,German Democratic Republic,DFD,Democratic Women's League of Germany,Demokratischer Frauenbund Deutschlands,Demokratischer Frauenbund Deutschlands,reg,Regional,,,,,85901,,,,,,,,69,1025,9
GDR,German Democratic Republic,DFP,Forum Party,Deutsche Forumpartei,Deutsche Forumpartei,none,no family,,,,,85423,,,,,,,,69,478,12
GDR,German Democratic Republic,DJ,Democracy Now,Demokratie Jetzt,Demokratie Jetzt,spec,Special issue,,,,,,,,,,,,,69,1699,16
GDR,German Democratic Republic,DSU,German Social Union,Deutsche Soziale Union,Deutsche Soziale Union,con,Conservative,,,,,85522,,,,,,,,69,1007,26
GDR,German Democratic Republic,FDP,Free Democratic Party,Freie Demokratische Partei,Freie Demokratische Partei,lib,Liberal,,,,,85421,,,,,,,,69,818,6
GDR,German Democratic Republic,Gru,Green Party of the GDR,Grüne Partei in der DDR,Gruene Partei in der DDR,eco,Green/Ecologist,,,,,,,,,,,,,69,1695,19
GDR,German Democratic Republic,Gru/UFV,Greens / Independent Women's Independent Women's Association,Grüne Partei / Unabhängiger Frauenverband,Grune Partei / Unabhangiger Frauenverband,all,electoral alliance,,,,,85111,,,,,,,,69,1522,27
GDR,German Democratic Republic,IFM,Initiative for Peace and Human Rights,Initiative für Frieden und Menschenrechte,Initiative für Frieden und Menschenrechte,spec,Special issue,,,,,,,,,,,,,69,1700,16
GDR,German Democratic Republic,LDP,Liberal Democratic Party,Liberal-Demokratische Partei,Liberal-Demokratische Partei,lib,Liberal,,,,,85422,,,,,,,,69,966,6
GDR,German Democratic Republic,NDPD,National Democratic Party,National-Demokratische Partei Deutschlands,National-Demokratische Partei Deutschlands,right,Right-wing,,,,,85424,,,,,,,,69,484,40
GDR,German Democratic Republic,NF,New Forum,Neues Forum,Neues Forum,code,to be coded,,,,,,,,,,,,,69,1698,28
GDR,German Democratic Republic,PDS,Party for Democratic Socialism,Partei des Demokratischen Sozialismus,Partei des Demokratischen Sozialismus,com,Communist/Socialist,,,,,85221,,,,,,,,69,1185,14
GDR,German Democratic Republic,SDP,Social Democratic Party,Sozialdemokratische Partei,Sozialdemokratische Partei,soc,Social democracy,,,,,85320,,,,,,,,69,985,11
GDR,German Democratic Republic,UFV,Independent Women's Association,Unabhängiger Frauenverband,Unabhängiger Frauenverband,spec,Special issue,,,,,,,,,,,,,69,1696,16
GDR,German Democratic Republic,no-seat,no seats,no seats,no seats,none,no family,,,,,,,,,,,,,69,2107,12
GRC,Greece,AE,Independent Greeks,Anexartitoi Ellines,Anexartitoi Ellines,right,Right-wing,,,,,,,,,,,,,41,2091,40
GRC,Greece,ANT/AP,Front of the Greek Anticapitalist Left,Antikapitalistiki Aristeri Synergasia gia tin Anatropi,Antikapitalistiki Aristeri Synergasia gia tin Anatropi,com,Communist/Socialist,,,,,,,,,,,,,41,2097,14
GRC,Greece,D-FS,Action -- Liberal Alliance,Drasi – Fileleytheri Symmachia,Drasi -- Fileleytheri Symmachia,all,electoral alliance,,,,,,,,,,,,,41,2096,27
GRC,Greece,DIANA,Democratic Renewal,Dimokratiki Ananeosi,Dimokratiki Ananeosi,con,Conservative,,,,10,,149,,,,405,,,41,1374,26
GRC,Greece,DIKKI,Democratic Social Movement,Dimokratiko Koinoniko Kinima,Dimokratiki Kinoniki Kinema,soc,Social democracy,2.3,1.828571462631225,5.549285612106325,3.634920597076417,34314,,,,,409,,409,41,720,11
GRC,Greece,DIMAR,Democratic Left,Dimokratiki Aristera,Dimokratiki Aristera,com,Communist/Socialist,,,,,,,,,,,,,41,2093,14
GRC,Greece,DISY,Democratic Alliance,Dimokratiki Symmachia,Dimokratiki Symmachia,lib,Liberal,,,,,,,,,,,,,41,2094,6
GRC,Greece,DX,Recreate Greece,Dimiourgia Xana,Dimiourgia Xana,con,Conservative,,,,,,,,,,,,,41,2095,26
GRC,Greece,EDA,United Democratic Left,Eniaia Dimokratiki Aristera,Eniaia Dimokratiki Aristera,com,Communist/Socialist,,,,,,,,,,,,,41,597,14
GRC,Greece,EDIK,Union of the Democratic Centre,Enosi Dimokratikou Kentrou,Enosi Dimokratikou Kentrou,lib,Liberal,,,,,34510,,,,,,,,41,489,6
GRC,Greece,EP,National Alignment,Ethniki Parataxis,Ethniki Parataxis,con,Conservative,,,,,34610,,,,,,,,41,1027,26
GRC,Greece,EPEN,National Political Union,Ethniki Politiki Enosis,Ethniki Politiki Enosis,right,Right-wing,,,,,,,,,,,,,41,1162,40
GRC,Greece,IK,Ecological Movement,Ikologiko Kinima,Ikologiko Kinima,eco,Green/Ecologist,,,,3.3333333333333335,,,,,,406,,,41,1484,19
GRC,Greece,KEE(I),Communist Party of Greece (Interior),Kommunistikon Komma Ellados Esoterikou,Kommunistikon Komma Ellados Esoterikou,com,Communist/Socialist,,,,,,,,,,,,,41,1311,14
GRC,Greece,KKE,Communist Party of Greece,Kommounistikó Kómma Elládas,Kommunistiko Koma Ellados,com,Communist/Socialist,1.252951140591973,0.8404135090740107,5.150256842186584,0.2721929824561404,34210,151,1300210,,,404,6123,404,41,614,14
GRC,Greece,KN,Party of New Liberals,Komma Neofileleftheron,Komma Neofileleftheron,lib,Liberal,,,,,,,,,,,,,41,463,6
GRC,Greece,KODISO,Party of Democratic Socialism,Komma Dimokratikou Socialismou,Komma Dimokratikou Socialismou,soc,Social democracy,,,,,,,,,,,,,41,252,11
GRC,Greece,LAOS,Popular Orthodox Rally,Laïkós Orthódoxos Synagermós,Laikos Orthodoxos Synagermos,right,Right-wing,9.11,5.33,9.63,2.3,,152,1300703,,,,,410,41,1179,40
