elec_id,country,date,year,aclp_code,ccode,ccode2,presidential,legislative_type,elecrule,tier1_formula,tier2_formula,tier3_formula,tier4_formula,mixed_type,multi,multi_linked,seats,tier1_avemag,tier1_districts,upperseats,uppertier,tier2_districts,tier3_districts,tier4_districts,enep,enep_others,enep1,enpp,enpp_others,enpp1,enpres,preselecrule,region1,region2,region3,regime,secondround,thirdround
P-CHL-1946-9-4,Chile,9/4/1946,1946,69,155,155,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.97,3,7,7,7,2,NA,NA
P-CHL-1952-9-4,Chile,9/4/1952,1952,69,155,155,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.95,3,7,7,7,2,NA,NA
P-CHL-1958-9-4,Chile,9/4/1958,1958,69,155,155,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.97,3,7,7,7,2,NA,NA
P-CHL-1964-9-4,Chile,9/4/1964,1964,69,155,155,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.14,3,7,7,7,2,NA,NA
P-CHL-1970-9-4,Chile,9/4/1970,1970,69,155,155,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.96,3,7,7,7,2,NA,NA
P-CHL-1993-12-11,Chile,12/11/1993,1993,69,155,155,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.47,2,7,7,7,2,NA,NA
P-CHL-1999-12-12,Chile,12/12/1999,1999,69,155,155,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.19,2,7,7,7,2,16-Jan-00,NA
P-CHL-2005-12-11,Chile,12/11/2005,2005,69,155,155,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.01,2,7,7,7,2,18-Jan-06,NA
P-CHL-2009-12-13,Chile,12/13/2009,2009,69,155,155,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.06,2,7,7,7,2,17-Jan-10,NA
P-COL-1946-5-5,Colombia,5/5/1946,1946,70,100,100,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.9,1,7,7,7,2,NA,NA
P-COL-1958-5-4,Colombia,5/4/1958,1958,70,100,100,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.47,1,7,7,7,2,NA,NA
P-COL-1962-5-6,Colombia,5/6/1962,1962,70,100,100,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.18,1,7,7,7,2,NA,NA
P-COL-1966-5-1,Colombia,5/1/1966,1966,70,100,100,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.68,1,7,7,7,2,NA,NA
P-COL-1970-4-19,Colombia,4/19/1970,1970,70,100,100,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.95,1,7,7,7,2,NA,NA
P-COL-1974-4-21,Colombia,4/21/1974,1974,70,100,100,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.35,1,7,7,7,2,NA,NA
P-COL-1978-6-4,Colombia,6/4/1978,1978,70,100,100,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.16,1,7,7,7,2,NA,NA
P-COL-1982-5-30,Colombia,5/30/1982,1982,70,100,100,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,1,7,7,7,2,NA,NA
P-COL-1986-5-25,Colombia,5/25/1986,1986,70,100,100,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1,1,7,7,7,2,NA,NA
P-COL-1990-5-27,Colombia,5/27/1990,1990,70,100,100,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.04,1,7,7,7,2,NA,NA
P-COL-1994-5-29,Colombia,5/29/1994,1994,70,100,100,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.41,2,7,7,7,2,19-Jun-94,NA
P-COL-1998-5-31,Colombia,5/31/1998,1998,70,100,100,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.14,2,7,7,7,2,21-Jun-98,NA
P-COL-2002-5-26,Colombia,5/26/2002,2002,70,100,100,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.57,2,7,7,7,2,NA,NA
P-COL-2006-5-28,Colombia,5/28/2006,2006,70,100,100,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.23,2,7,7,7,2,NA,NA
P-COL-2010-5-30,Colombia,5/30/2010,2010,70,100,100,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.48,2,7,7,7,2,20-Jun-10,NA
P-COM-1990-2-18,Comoros,2/18/1990,1990,11,581,581,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.12,2,1,1,1,1,11-Mar-90,NA
P-COM-2006-4-16,Comoros,4/16/2006,2006,11,581,581,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.15,2,1,1,1,2,14-May-06,NA
P-COM-2010-11-7,Comoros,11/7/2010,2010,11,581,581,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.84,2,1,1,1,2,26-Dec-10,NA
P-CON-1961-3-26,Congo,3/26/1961,1961,12,484,484,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,2,NA,NA
P-CON-1992-8-8,Congo,8/8/1992,1992,12,484,484,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.65,2,1,1,1,1,16-Aug-92,NA
P-COS-1948-2-8,Costa Rica,2/8/1948,1948,53,94,94,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.98,3,7,7,7,3,NA,NA
P-COS-1953-7-26,Costa Rica,7/26/1953,1953,53,94,94,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.84,3,7,7,7,2,NA,NA
P-COS-1958-2-2,Costa Rica,2/2/1958,1958,53,94,94,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.44,3,7,7,7,2,NA,NA
P-COS-1962-2-4,Costa Rica,2/4/1962,1962,53,94,94,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.52,3,7,7,7,2,NA,NA
P-COS-1966-2-6,Costa Rica,2/6/1966,1966,53,94,94,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,7,7,7,2,NA,NA
P-COS-1970-2-1,Costa Rica,2/1/1970,1970,53,94,94,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.13,3,7,7,7,2,NA,NA
P-COS-1974-2-3,Costa Rica,2/3/1974,1974,53,94,94,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.3,3,7,7,7,2,NA,NA
P-COS-1978-2-5,Costa Rica,2/5/1978,1978,53,94,94,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.23,3,7,7,7,2,NA,NA
P-COS-1982-2-7,Costa Rica,2/7/1982,1982,53,94,94,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.17,3,7,7,7,2,NA,NA
P-COS-1986-2-2,Costa Rica,2/2/1986,1986,53,94,94,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.07,3,7,7,7,2,NA,NA
P-COS-1990-2-4,Costa Rica,2/4/1990,1990,53,94,94,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.05,3,7,7,7,2,NA,NA
P-COS-1994-2-6,Costa Rica,2/6/1994,1994,53,94,94,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.11,3,7,7,7,2,NA,NA
P-COS-1998-1-2,Costa Rica,1/2/1998,1998,53,94,94,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.38,3,7,7,7,2,NA,NA
P-COS-2002-2-3,Costa Rica,2/3/2002,2002,53,94,94,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.19,1,7,7,7,2,7-Apr-02,NA
P-COS-2006-2-5,Costa Rica,2/5/2006,2006,53,94,94,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.98,1,7,7,7,2,NA,NA
P-COS-2010-2-7,Costa Rica,2/7/2010,2010,53,94,94,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.05,1,7,7,7,2,NA,NA
P-CRO-1992-8-2,Croatia,8/2/1992,1992,153,344,344,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.64,2,9,9,4,1,NA,NA
P-CRO-1997-6-15,Croatia,6/15/1997,1997,153,344,344,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.21,2,9,9,4,1,NA,NA
P-CRO-2000-1-24,Croatia,1/24/2000,2000,153,344,344,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.35,2,9,9,4,1,7-Feb-00,NA
P-CRO-2005-1-2,Croatia,1/2/2005,2005,153,344,344,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.12,2,9,9,4,1,16-Jan-05,NA
P-CRO-2009-12-27,Croatia,12/27/2009,2009,153,344,344,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.97,2,9,9,4,1,10-Jan-10,NA
P-CUB-1948-6-1,Cuba,6/1/1948,1948,154,40,40,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.98,NA,7,7,7,2,NA,NA
P-CYP-1983-2-13,Greek Cyprus,2/13/1983,1983,188,352,352,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.26,2,10,10,3,2,NA,NA
P-CYP-1988-2-14,Greek Cyprus,2/14/1988,1988,188,352,352,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.51,2,10,10,3,2,21-Feb-88,NA
P-CYP-1993-2-7,Greek Cyprus,2/7/1993,1993,188,352,352,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.74,2,10,10,3,2,14-Feb-93,NA
P-CYP-1998-2-8,Greek Cyprus,2/8/1998,1998,188,352,352,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.95,2,10,10,3,2,15-Feb-98,NA
P-CYP-2003-2-16,Greek Cyprus,2/16/2003,2003,188,352,352,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.38,2,10,10,3,2,NA,NA
P-CYP-2008-2-17,Greek Cyprus,2/17/2008,2008,188,352,352,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.08,2,10,10,3,2,24-Feb-08,NA
P-DOM-1966-6-1,Dominican Republic,6/1/1966,1966,54,42,42,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.09,1,7,7,7,2,NA,NA
P-DOM-1970-5-16,Dominican Republic,5/16/1970,1970,54,42,42,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.12,1,7,7,7,2,NA,NA
P-DOM-1974-5-16,Dominican Republic,5/16/1974,1974,54,42,42,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.35,1,7,7,7,2,NA,NA
P-DOM-1978-5-16,Dominican Republic,5/16/1978,1978,54,42,42,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.7,1,7,7,7,2,NA,NA
P-DOM-1982-5-16,Dominican Republic,5/16/1982,1982,54,42,42,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.71,1,7,7,7,2,NA,NA
P-DOM-1986-5-16,Dominican Republic,5/16/1986,1986,54,42,42,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.78,1,7,7,7,2,NA,NA
P-DOM-1990-5-16,Dominican Republic,5/16/1990,1990,54,42,42,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.38,1,7,7,7,2,NA,NA
P-DOM-1994-5-16,Dominican Republic,5/16/1994,1994,54,42,42,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.71,1,7,7,7,2,NA,NA
P-DOM-1996-5-16,Dominican Republic,5/16/1996,1996,54,42,42,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.6,2,7,7,7,2,30-Jun-96,NA
P-DOM-2000-5-16,Dominican Republic,5/16/2000,2000,54,42,42,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.14,2,7,7,7,2,NA,NA
P-DOM-2004-5-16,Dominican Republic,5/16/2004,2004,54,42,42,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.24,2,7,7,7,2,NA,NA
P-DOM-2008-5-16,Dominican Republic,5/16/2008,2008,54,42,42,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.19,2,7,7,7,2,NA,NA
P-ECU-1948-6-6,Ecuador,6/6/1948,1948,71,130,130,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.75,1,7,7,7,2,NA,NA
P-ECU-1952-6-1,Ecuador,6/1/1952,1952,71,130,130,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.01,1,7,7,7,2,NA,NA
P-ECU-1956-6-3,Ecuador,6/3/1956,1956,71,130,130,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.88,1,7,7,7,2,NA,NA
P-ECU-1960-6-5,Ecuador,6/5/1960,1960,71,130,130,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.93,1,7,7,7,2,NA,NA
P-ECU-1979-4-29,Ecuador,4/29/1979,1979,71,130,130,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.76,2,7,7,7,2,NA,NA
P-ECU-1984-1-29,Ecuador,1/29/1984,1984,71,130,130,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.17,2,7,7,7,2,6-May-84,NA
P-ECU-1988-1-31,Ecuador,1/31/1988,1988,71,130,130,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.57,2,7,7,7,2,8-May-88,NA
P-ECU-1992-5-17,Ecuador,5/17/1992,1992,71,130,130,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.5,2,7,7,7,2,5-Jul-92,NA
P-ECU-1996-5-9,Ecuador,5/9/1996,1996,71,130,130,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.82,2,7,7,7,2,7-Jul-96,NA
P-ECU-1998-5-31,Ecuador,5/31/1998,1998,71,130,130,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.1,3,7,7,7,2,12-Jul-98,NA
P-ECU-2002-10-20,Ecuador,10/20/2002,2002,71,130,130,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.84,3,7,7,7,2,24-Nov-02,NA
P-ECU-2006-10-15,Ecuador,10/15/2006,2006,71,130,130,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.35,3,7,7,7,2,26-Nov-10,NA
P-ECU-2009-4-26,Ecuador,4/26/2009,2009,71,130,130,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.74,3,7,7,7,2,NA,NA
P-ETM-2002-4-14,East Timor,4/14/2002,2002,860,860,860,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4,2,4,4,2,1,NA,NA
P-ETM-2007-4-9,East Timor,4/9/2007,2007,860,860,860,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.17,2,4,4,2,1,9-May-07,NA
P-FIN-1950-1-17,Finland,1/17/1950,1950,106,375,375,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.13,4,10,10,3,1,NA,NA
P-FIN-1956-1-17,Finland,1/17/1956,1956,106,375,375,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.98,4,10,10,3,1,NA,NA
P-FIN-1962-1-16,Finland,1/16/1962,1962,106,375,375,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.27,4,10,10,3,1,NA,NA
P-FIN-1968-1-16,Finland,1/16/1968,1968,106,375,375,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.25,4,10,10,3,1,NA,NA
P-FIN-1978-1-15,Finland,1/15/1978,1978,106,375,375,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.25,4,10,10,3,1,NA,NA
P-FIN-1982-1-17,Finland,1/17/1982,1982,106,375,375,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.76,4,10,10,3,1,NA,NA
P-FIN-1988-1-31,Finland,1/31/1988,1988,106,375,375,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.19,3,10,10,3,1,1-Feb-88,NA
P-FIN-1994-1-16,Finland,1/16/1994,1994,106,375,375,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.46,2,10,10,3,1,6-Feb-94,NA
P-FIN-2000-1-20,Finland,1/20/2000,2000,106,375,375,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.31,2,10,10,3,1,6-Feb-00,NA
P-FIN-2006-1-15,Finland,1/15/2006,2006,106,375,375,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.22,2,10,10,3,1,29-Jan-06,NA
P-FRN-1965-12-5,France,12/5/1965,1965,107,220,220,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.06,2,10,10,3,1,19-Dec-65,NA
P-FRN-1969-6-1,France,6/1/1969,1969,107,220,220,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.3,2,10,10,3,1,16-Jun-69,NA
P-FRN-1974-5-5,France,5/5/1974,1974,107,220,220,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.15,2,10,10,3,1,19-May-74,NA
P-FRN-1981-4-24,France,4/24/1981,1981,107,220,220,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.86,2,10,10,3,1,10-May-81,NA
P-FRN-1988-4-24,France,4/24/1988,1988,107,220,220,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.77,2,10,10,3,1,8-May-88,NA
P-FRN-1995-4-23,France,4/23/1995,1995,107,220,220,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.95,2,10,10,3,1,7-May-95,NA
P-FRN-2002-4-21,France,4/21/2002,2002,107,220,220,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.65,2,10,10,3,1,5-May-02,NA
P-FRN-2007-4-22,France,4/22/2007,2007,107,220,220,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.69,2,10,10,3,1,6-May-07,NA
P-GHA-1979-6-18,Ghana,6/18/1979,1979,18,452,452,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.92,2,1,1,1,2,9-Jul-79,NA
P-GHA-2004-12-7,Ghana,12/7/2004,2004,18,452,452,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.11,2,1,1,1,2,NA,NA
P-GHA-2008-12-7,Ghana,12/7/2008,2008,18,452,452,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.12,2,1,1,1,2,28-Dec-08,NA
P-GNB-1999-11-28,Guinea Bissau,11/28/1999,1999,20,404,404,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.42,2,1,1,1,4,16-Jan-99,NA
P-GNB-2005-6-19,Guinea Bissau,6/19/2005,2005,20,404,404,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.94,2,1,1,1,1,24-Jul-05,NA
P-GNB-2009-6-28,Guinea Bissau,6/28/2009,2009,20,404,404,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.52,2,1,1,1,1,26-Jul-09,NA
